Z,A,Mass_Excess_MeV
0,1,8.071318
1,1,7.288971
1,2,13.135723
1,3,14.949811
2,3,14.931219
3,3,28.667000
1,4,24.621129
2,4,2.424916
3,4,25.323190
1,5,32.892447
2,5,11.231234
3,5,11.678887
4,5,37.139000
1,6,41.875725
2,6,17.592095
3,6,14.086880
4,6,18.375034
5,6,47.320000
1,7,49.135000
2,7,26.073128
3,7,14.907105
4,7,15.768998
5,7,27.676553
2,8,31.609683
3,8,20.945805
4,8,4.941672
5,8,22.921569
6,8,35.064269
2,9,40.935826
3,9,24.954905
4,9,11.348451
5,9,12.416486
6,9,28.910971
2,10,49.197147
3,10,33.052628
4,10,12.607487
5,10,12.050611
6,10,15.698673
7,10,38.800027
3,11,40.728259
4,11,20.177169
5,11,8.667708
6,11,10.649397
7,11,24.365644
8,11,47.738913
3,12,49.009577
4,12,25.077761
5,12,13.369398
6,12,0.000000
7,12,17.338068
8,12,32.013335
3,13,56.980895
4,13,33.659080
5,13,16.561948
6,13,3.125009
7,13,5.345481
8,13,23.115432
9,13,42.030000
4,14,39.954502
5,14,23.663686
6,14,3.019893
7,14,2.863417
8,14,8.007781
9,14,31.964403
4,15,49.825821
5,15,28.957379
6,15,9.873145
7,15,0.101438
8,15,2.855622
9,15,16.566752
10,15,40.215374
4,16,57.447139
5,16,37.111699
6,16,13.694133
7,16,5.683907
8,16,-4.737002
9,16,10.675182
10,16,23.986775
5,17,43.716322
6,17,21.031880
7,17,7.870079
8,17,-0.808764
9,17,1.951701
10,17,16.500452
11,17,34.719580
5,18,51.792640
6,18,24.919266
7,18,13.113167
8,18,-0.782816
9,18,0.873112
10,18,5.317617
11,18,25.037992
5,19,59.770251
6,19,32.413754
7,19,15.856255
8,19,3.332858
9,19,-1.487445
10,19,1.752054
11,19,12.929384
12,19,31.838394
5,20,69.401569
6,20,37.503567
7,20,21.766498
8,20,3.796172
9,20,-0.017463
10,20,-7.041932
11,20,6.850489
12,20,17.477694
5,21,78.382887
6,21,45.643000
7,21,25.231915
8,21,8.062034
9,21,-0.047605
10,21,-5.731776
11,21,-2.184857
12,21,10.903851
13,21,27.090000
6,22,53.611203
7,22,31.764805
8,22,9.283032
9,22,2.793376
10,22,-8.024716
11,22,-5.181391
12,22,-0.399986
13,22,18.201000
14,22,33.640000
6,23,64.171000
7,23,36.720429
8,23,14.621371
9,23,3.285263
10,23,-5.154045
11,23,-9.529854
12,23,-5.473675
13,23,6.748071
14,23,23.950000
7,24,46.938000
8,24,18.500404
9,24,7.544516
10,24,-5.951642
11,24,-8.417901
12,24,-13.933578
13,24,-0.048812
14,24,10.745186
15,24,34.020000
7,25,55.983000
8,25,27.329030
9,25,11.334167
10,25,-2.035503
11,25,-9.357814
12,25,-13.192782
13,25,-8.915974
14,25,3.827322
15,25,20.190000
8,26,34.661041
9,26,18.674655
10,26,0.481114
11,26,-6.860780
12,26,-16.214544
13,26,-12.210139
14,26,-7.141003
15,26,10.973000
16,26,27.680000
8,27,44.670000
9,27,25.133478
10,27,7.050910
11,27,-5.517791
12,27,-14.586594
13,27,-17.196864
14,27,-12.384505
15,27,-0.659032
16,27,17.491000
8,28,52.080000
9,28,33.403796
10,28,11.299738
11,28,-0.988315
12,28,-15.019946
13,28,-16.850719
14,28,-21.492797
15,28,-7.147856
16,28,4.073203
17,28,28.270000
9,29,40.150190
10,29,18.399803
11,29,2.679994
12,29,-10.612360
13,29,-18.207762
14,29,-21.895082
15,29,-16.952849
16,29,-3.094423
17,29,14.022000
18,29,37.969000
9,30,48.960000
10,30,23.280120
11,30,8.474670
12,30,-8.881373
13,30,-15.864116
14,30,-24.432962
15,30,-20.200856
16,30,-14.059254
17,30,4.674548
18,30,22.071000
9,31,56.843000
10,31,31.181594
11,31,12.246031
12,31,-3.122152
13,31,-14.950709
14,31,-22.949037
15,31,-24.440544
16,31,-19.042531
17,31,-7.034552
18,31,11.325000
19,31,34.260000
10,32,36.999000
11,32,18.640152
12,32,-0.828901
13,32,-11.099368
14,32,-24.077689
15,32,-24.304876
16,32,-26.015537
17,32,-13.334706
18,32,-2.200352
19,32,21.990000
10,33,46.130000
11,33,23.780113
12,33,4.962873
13,33,-8.497382
14,33,-20.514328
15,33,-26.337350
16,33,-26.585858
17,33,-21.003340
18,33,-9.384295
19,33,7.540000
20,33,31.030000
10,34,52.842000
11,34,31.680114
12,34,8.323324
13,34,-2.997619
14,34,-19.991684
15,34,-24.548702
16,34,-29.931689
17,34,-24.440086
18,34,-18.378293
19,34,-1.220000
20,34,14.890000
11,35,37.831000
12,35,15.639786
13,35,-0.223730
14,35,-14.391480
15,35,-24.857809
16,35,-28.846210
17,35,-29.013532
18,35,-23.047289
19,35,-11.172893
20,35,5.190000
21,35,27.100000
11,36,45.903000
12,36,20.380159
13,36,5.950384
14,36,-12.436125
15,36,-20.251045
16,36,-30.664141
17,36,-29.522008
18,36,-30.231542
19,36,-17.417182
20,36,-6.451166
21,36,16.150000
11,37,53.134000
12,37,28.211478
13,37,9.809564
14,37,-6.571512
15,37,-18.996012
16,37,-26.896426
17,37,-31.761552
18,37,-30.947679
19,37,-24.800201
20,37,-13.136070
21,37,3.780000
22,37,25.170000
11,38,61.905000
12,38,34.074000
13,38,16.470000
14,38,-4.170299
15,38,-14.621565
16,38,-26.861216
17,38,-29.798116
18,38,-34.714827
19,38,-28.800760
20,38,-22.058503
21,38,-4.249000
22,38,11.370000
11,39,69.977000
12,39,42.775000
13,39,21.490000
14,39,2.320352
15,39,-12.774636
16,39,-23.162672
17,39,-29.800218
18,39,-33.242195
19,39,-33.807195
20,39,-27.282707
21,39,-14.172726
22,39,2.500000
23,39,22.570000
12,40,49.550000
13,40,28.820000
14,40,5.666876
15,40,-8.139189
16,40,-22.837850
17,40,-27.557818
18,40,-35.039900
19,40,-33.535497
20,40,-34.846402
21,40,-20.523353
22,40,-8.993439
23,40,12.470000
12,41,58.100000
13,41,34.590000
14,41,13.200000
15,41,-4.979767
16,41,-19.008580
17,41,-27.307192
18,41,-33.067510
19,41,-35.559549
20,41,-35.137908
21,41,-28.642360
22,41,-15.697539
23,41,0.310000
24,41,20.410000
13,42,41.990000
14,42,16.840000
15,42,1.091842
16,42,-17.637748
17,42,-24.831770
18,42,-34.422678
19,42,-35.022031
20,42,-38.547293
21,42,-32.121003
22,42,-25.104353
23,42,-7.620000
24,42,7.060000
13,43,48.270000
14,43,24.330000
15,43,5.040000
16,43,-12.195461
17,43,-24.159510
18,43,-32.009811
19,43,-36.575394
20,43,-38.408873
21,43,-36.188150
22,43,-29.315591
23,43,-17.916358
24,43,-1.970000
25,43,17.370000
14,44,29.310000
15,44,11.110000
16,44,-9.204236
17,44,-20.478973
18,44,-32.673260
19,44,-35.781498
20,44,-41.468730
21,44,-37.816035
22,44,-37.548586
23,44,-23.808079
24,44,-13.421899
25,44,7.460000
14,45,37.090000
15,45,15.960000
16,45,-3.340000
17,45,-18.262544
18,45,-29.770801
19,45,-36.615643
20,45,-40.812230
21,45,-41.072321
22,45,-39.010266
23,45,-31.886441
24,45,-19.514801
25,45,-4.980000
26,45,14.408000
15,46,22.840000
16,46,0.640000
17,46,-13.734949
18,46,-29.771255
19,46,-35.413929
20,46,-43.139610
21,46,-41.761643
22,46,-44.128269
23,46,-37.075897
24,46,-29.471570
25,46,-12.417748
26,46,1.210000
15,47,28.810000
16,47,7.200000
17,47,-9.580000
18,47,-25.367274
19,47,-35.711982
20,47,-42.344665
21,47,-44.336842
22,47,-44.937612
23,47,-42.007070
24,47,-34.563093
25,47,-22.566376
26,47,-7.130000
27,47,10.620000
16,48,12.390000
17,48,-4.280000
18,48,-22.354927
19,48,-32.284482
20,48,-44.224868
21,48,-44.504083
22,48,-48.492952
23,48,-44.478005
24,48,-42.821313
25,48,-29.296644
26,48,-18.008575
27,48,1.730000
28,48,18.178000
16,49,20.391000
17,49,0.740000
18,49,-17.060000
19,49,-29.611496
20,49,-41.300003
21,49,-46.562447
22,49,-48.564012
23,49,-47.962157
24,49,-45.332352
25,49,-37.619925
26,49,-24.750730
27,49,-9.780000
28,49,8.530000
17,50,7.700000
18,50,-13.230000
19,50,-25.727853
20,50,-39.589230
21,50,-44.537120
22,50,-51.431867
23,50,-49.223240
24,50,-50.261364
25,50,-42.626886
26,50,-34.476460
27,50,-17.589403
28,50,-3.460000
17,51,14.290000
18,51,-6.490000
19,51,-22.515457
20,51,-36.332310
21,51,-43.250353
22,51,-49.732965
23,51,-52.203105
24,51,-51.450715
25,51,-48.243225
26,51,-40.189185
27,51,-27.342146
28,51,-11.650000
17,52,22.360000
18,52,-1.380000
19,52,-17.137628
20,52,-34.266272
21,52,-40.523560
22,52,-49.477698
23,52,-51.443032
24,52,-55.419508
25,52,-50.711387
26,52,-48.332095
27,52,-34.343979
28,52,-22.559856
29,52,-1.880000
18,53,6.791000
19,53,-12.295722
20,53,-29.387707
21,53,-38.769555
22,53,-46.881433
23,53,-51.851675
24,53,-55.287618
25,53,-54.690350
26,53,-50.947483
27,53,-42.659376
28,53,-29.630827
29,53,-13.140000
18,54,12.560000
19,54,-5.150000
20,54,-25.160587
21,54,-34.437934
22,54,-45.743812
23,54,-49.898267
24,54,-56.935379
25,54,-55.558247
26,54,-56.254615
27,54,-48.010068
28,54,-39.278312
29,54,-21.240000
30,54,-5.702000
19,55,0.470000
20,55,-18.650375
21,55,-30.842108
22,55,-41.832469
23,55,-49.125136
24,55,-55.110324
25,55,-57.712542
26,55,-57.481422
27,55,-54.029996
28,55,-45.335961
29,55,-31.635403
30,55,-14.270000
19,56,7.980000
20,56,-13.510390
21,56,-25.515848
22,56,-39.422995
23,56,-46.183401
24,56,-55.285128
25,56,-56.911666
26,56,-60.607163
27,56,-56.040518
28,56,-53.907649
29,56,-38.629733
30,56,-25.390000
31,56,-3.840000
19,57,14.130000
20,57,-6.560000
21,57,-21.379653
22,57,-34.401848
23,57,-44.435063
24,57,-52.524985
25,57,-57.486279
26,57,-60.182017
27,57,-59.345658
28,57,-56.083961
29,57,-47.309014
30,57,-32.550000
31,57,-15.410000
19,58,21.930000
20,58,-1.530000
21,58,-15.479569
22,58,-30.917668
23,58,-40.430584
24,58,-51.991808
25,58,-55.827568
26,58,-62.155271
27,58,-59.847292
28,58,-60.228871
29,58,-51.667851
30,58,-42.298871
31,58,-23.540000
32,58,-7.580000
19,59,28.750000
20,59,5.810000
21,59,-10.829550
22,59,-25.880000
23,59,-37.610617
24,59,-48.115931
25,59,-55.525328
26,59,-60.664957
27,59,-62.229838
28,59,-61.156833
29,59,-56.358454
30,59,-47.215678
31,59,-33.760000
32,59,-16.370000
20,60,11.000000
21,60,-4.550000
22,60,-22.099698
23,60,-33.087402
24,60,-46.908500
25,60,-52.967946
26,60,-61.413174
27,60,-61.650437
28,60,-64.473243
29,60,-58.345262
30,60,-54.174470
31,60,-39.590000
32,60,-27.530000
33,60,-5.640000
20,61,19.010000
21,61,0.500000
22,61,-16.370000
23,61,-30.177121
24,61,-42.496502
25,61,-51.742130
26,61,-58.920503
27,61,-62.898179
28,61,-64.222029
29,61,-61.984063
30,61,-56.348906
31,61,-47.134662
32,61,-33.790000
33,61,-17.200000
21,62,7.310000
22,62,-12.200000
23,62,-25.213164
24,62,-40.852611
25,62,-48.523965
26,62,-58.878057
27,62,-61.424399
28,62,-66.746440
29,62,-62.787543
30,62,-61.168088
31,62,-51.987022
32,62,-42.140000
33,62,-24.420000
21,63,13.070000
22,63,-5.860000
23,63,-21.740141
24,63,-36.178299
25,63,-46.887061
26,63,-55.635629
27,63,-61.851553
28,63,-65.512891
29,63,-65.579868
30,63,-62.213429
31,63,-56.547100
32,63,-46.921221
33,63,-33.500000
34,63,-16.850000
22,64,-1.480000
23,64,-16.320000
24,64,-33.639978
25,64,-42.989040
26,64,-54.969552
27,64,-59.792442
28,64,-67.099034
29,64,-65.424418
30,64,-66.004018
31,64,-58.832827
32,64,-54.315503
33,64,-39.532000
34,64,-26.860000
22,65,5.210000
23,65,-12.110000
24,65,-28.310000
25,65,-40.967344
26,65,-51.217902
27,65,-59.185205
28,65,-65.125796
29,65,-67.263677
30,65,-65.912024
31,65,-62.657486
32,65,-56.478223
33,65,-46.937056
34,65,-33.020000
35,65,-16.490000
23,66,-6.300000
24,66,-25.140000
25,66,-36.750392
26,66,-50.067847
27,66,-56.408541
28,66,-66.006293
29,66,-66.258289
30,66,-68.899229
31,66,-63.723729
32,66,-61.607041
33,66,-52.025084
34,66,-41.660000
35,66,-23.570000
23,67,-1.744000
24,67,-19.270000
25,67,-33.580000
26,67,-45.708416
27,67,-55.321783
28,67,-63.742688
29,67,-67.319553
30,67,-67.880376
31,67,-66.879156
32,67,-62.673718
33,67,-56.587232
34,67,-46.580294
35,67,-32.530000
36,67,-15.552000
24,68,-15.690000
25,68,-28.920000
26,68,-43.897000
27,68,-51.642591
28,68,-63.463822
29,68,-65.567043
30,68,-70.007154
31,68,-67.086054
32,68,-66.978799
33,68,-58.894527
34,68,-54.189449
35,68,-38.791000
36,68,-25.626000
24,69,-9.630000
25,69,-25.360000
26,69,-39.199000
27,69,-50.385447
28,69,-59.978656
29,69,-65.736221
30,69,-68.417906
31,69,-69.327820
32,69,-67.100674
33,69,-63.112181
34,69,-56.434714
35,69,-46.259478
36,69,-32.140000
24,70,-5.640000
25,70,-20.450000
26,70,-36.890000
27,70,-46.524963
28,70,-59.213868
29,70,-62.976381
30,70,-69.564748
31,70,-68.910150
32,70,-70.562036
33,70,-64.333973
34,70,-61.929900
35,70,-51.425627
36,70,-41.100000
25,71,-16.620000
26,71,-31.930000
27,71,-44.369930
28,71,-55.406236
29,71,-62.711134
30,71,-67.328786
31,71,-70.139127
32,71,-69.906657
33,71,-67.893257
34,71,-63.146515
35,71,-56.502426
36,71,-46.327211
37,71,-32.290000
25,72,-11.170000
26,72,-29.250000
27,72,-40.300000
28,72,-54.226068
29,72,-59.783006
30,72,-68.145495
31,72,-68.588284
32,72,-72.585910
33,72,-68.229808
34,72,-67.868189
35,72,-59.061750
36,72,-53.940582
37,72,-38.330000
25,73,-6.700000
26,73,-23.990000
27,73,-37.970000
28,73,-50.108159
29,73,-58.987445
30,73,-65.593411
31,73,-69.699343
32,73,-71.297532
33,73,-70.952757
34,73,-68.227396
35,73,-63.645787
36,73,-56.551758
37,73,-46.011611
38,73,-31.950000
26,74,-20.660000
27,74,-33.540000
28,74,-48.700000
29,74,-56.006213
30,74,-65.756720
31,74,-68.049626
32,74,-73.422451
33,74,-70.860064
34,74,-72.213210
35,74,-65.288161
36,74,-62.331844
37,74,-51.916016
38,74,-40.827000
26,75,-14.700000
27,75,-30.560000
28,75,-44.240000
29,75,-54.470219
30,75,-62.558916
31,75,-68.460639
32,75,-71.856973
33,75,-73.034203
34,75,-72.169489
35,75,-69.107020
36,75,-64.323632
37,75,-57.218702
38,75,-46.618702
39,75,-31.820000
26,76,-10.590000
27,76,-25.660000
28,76,-42.190000
29,76,-50.981627
30,76,-62.303024
31,76,-66.296648
32,76,-73.212898
33,76,-72.291384
34,76,-75.251959
35,76,-70.289078
36,76,-69.013706
37,76,-60.479089
38,76,-54.247645
39,76,-38.250000
27,77,-21.910000
28,77,-37.350000
29,77,-48.862828
30,77,-58.789203
31,77,-65.992352
32,77,-71.212870
33,77,-73.916334
34,77,-74.599497
35,77,-73.234818
36,77,-70.169451
37,77,-64.830500
38,77,-57.803443
39,77,-46.439000
40,77,-31.600000
27,78,-15.320000
28,78,-34.880000
29,78,-44.789474
30,78,-57.483242
31,78,-63.704085
32,78,-71.862058
33,78,-72.816970
34,78,-77.025952
35,78,-73.452168
36,78,-74.178283
37,78,-66.935427
38,78,-63.173949
39,78,-52.173000
40,78,-40.850000
28,79,-28.160000
29,79,-42.408039
30,79,-53.432302
31,79,-62.548355
32,79,-69.527180
33,79,-73.636081
34,79,-75.917466
35,79,-76.068067
36,79,-74.442290
37,79,-70.802778
38,79,-65.479664
39,79,-57.802935
40,79,-46.770000
41,79,-31.650000
28,80,-23.240000
29,80,-36.679000
30,80,-51.648619
31,80,-59.223675
32,80,-69.535314
33,80,-72.214601
34,80,-77.759487
35,80,-75.889025
36,80,-77.893455
37,80,-72.175476
38,80,-70.311467
39,80,-61.148162
40,80,-54.760000
41,80,-38.420000
28,81,-16.090000
29,81,-31.910000
30,81,-46.199669
31,81,-57.627962
32,81,-66.291695
33,81,-72.533314
34,81,-76.389019
35,81,-77.977051
36,81,-77.696199
37,81,-75.456704
38,81,-71.528134
39,81,-65.712919
40,81,-57.524418
41,81,-46.360000
42,81,-31.460000
28,82,-10.720000
29,82,-25.730000
30,82,-42.313960
31,82,-52.930725
32,82,-65.415075
33,82,-70.105427
34,82,-77.593895
35,82,-77.498677
36,82,-80.591795
37,82,-76.187813
38,82,-76.010062
39,82,-68.064097
40,82,-63.614063
41,82,-51.810000
42,82,-40.370000
29,83,-20.390000
30,83,-36.290000
31,83,-49.257129
32,83,-60.976442
33,83,-69.669331
34,83,-75.340543
35,83,-79.013721
36,83,-79.990643
37,83,-79.070639
38,83,-76.797616
39,83,-72.205672
40,83,-65.911659
41,83,-57.612910
42,83,-46.340000
43,83,-31.320000
29,84,-13.720000
30,84,-31.830000
31,84,-44.094136
32,84,-58.148435
33,84,-65.853568
34,84,-75.947731
35,84,-77.783094
36,84,-82.439345
37,84,-79.758975
38,84,-80.649580
39,84,-73.894439
40,84,-71.421692
41,84,-61.193842
42,84,-54.170000
43,84,-37.700000
30,85,-25.100000
31,85,-39.744059
32,85,-53.123427
33,85,-63.189152
34,85,-72.413645
35,85,-78.575478
36,85,-81.480341
37,85,-82.167341
38,85,-81.103290
39,85,-77.842131
40,85,-73.175196
41,85,-66.279684
42,85,-57.509760
43,85,-45.850000
44,85,-30.630000
30,86,-20.062000
31,86,-33.760000
32,86,-49.399927
33,86,-58.962150
34,86,-70.503175
35,86,-75.632261
36,86,-83.265676
37,86,-82.747003
38,86,-84.523100
39,86,-79.283100
40,86,-77.969023
41,86,-69.134061
42,86,-64.110927
43,86,-51.570000
44,86,-39.770000
31,87,-28.870000
32,87,-43.590000
33,87,-55.617914
34,87,-66.426133
35,87,-73.891685
36,87,-80.709531
37,87,-84.597802
38,87,-84.880076
39,87,-83.018387
40,87,-79.347147
41,87,-73.874493
42,87,-66.884817
43,87,-57.690052
44,87,-45.730000
31,88,-22.390000
32,88,-39.520000
33,88,-50.450000
34,88,-63.884203
35,88,-70.715967
36,88,-79.691295
37,88,-82.609004
38,88,-87.921629
39,88,-84.299029
40,88,-83.628874
41,88,-76.171555
42,88,-72.686553
43,88,-61.670301
44,88,-54.340000
45,88,-36.860000
32,89,-33.040000
33,89,-46.530000
34,89,-58.992398
35,89,-68.274271
36,89,-76.535795
37,89,-81.712399
38,89,-86.209026
39,89,-87.711202
40,89,-84.877974
41,89,-80.625755
42,89,-75.014944
43,89,-67.394857
44,89,-58.369424
45,89,-45.651000
32,90,-28.470000
33,90,-40.990000
34,90,-55.800223
35,90,-64.000306
36,90,-74.959259
37,90,-79.365573
38,90,-85.950945
39,90,-86.496912
40,90,-88.772547
41,90,-82.661531
42,90,-80.172514
43,90,-70.724696
44,90,-64.883801
45,90,-51.634000
46,90,-39.710000
33,91,-36.500000
34,91,-50.580130
35,91,-61.107301
36,91,-70.973974
37,91,-77.745049
38,91,-83.651950
39,91,-86.351321
40,91,-87.895592
41,91,-86.638028
42,91,-82.208834
43,91,-75.986657
44,91,-68.239833
45,91,-58.570000
46,91,-46.170000
33,92,-30.380000
34,92,-46.724000
35,92,-56.232812
36,92,-68.769329
37,92,-74.772450
38,92,-82.867371
39,92,-84.816494
40,92,-88.459024
41,92,-86.453290
42,92,-86.808587
43,92,-78.925703
44,92,-74.301211
45,92,-62.999095
46,92,-54.779095
47,92,-37.530000
34,93,-40.860000
35,93,-52.890235
36,93,-64.136002
37,93,-72.619900
38,93,-80.085844
39,93,-84.227155
40,93,-87.122028
41,93,-87.212840
42,93,-86.807079
43,93,-83.606116
44,93,-77.216723
45,93,-69.011810
46,93,-58.981810
47,93,-46.400000
34,94,-36.803000
35,94,-47.650000
36,94,-61.347780
37,94,-68.562791
38,94,-78.845721
39,94,-82.351473
40,94,-87.269332
41,94,-86.369063
42,94,-88.414079
43,94,-84.158332
44,94,-82.583602
45,94,-72.907623
46,94,-66.102281
47,94,-52.402000
48,94,-40.440000
34,95,-30.460000
35,95,-43.850000
36,95,-56.158920
37,95,-65.890307
38,95,-75.117284
39,95,-81.207937
40,95,-85.659940
41,95,-86.786272
42,95,-87.711872
43,95,-86.021355
44,95,-83.457759
45,95,-78.340616
46,95,-69.965913
47,95,-59.906000
48,95,-47.056000
35,96,-38.210000
36,96,-53.081682
37,96,-61.354351
38,96,-72.918248
39,96,-78.329986
40,96,-85.438860
41,96,-85.602830
42,96,-88.794889
43,96,-85.821648
44,96,-86.080385
45,96,-79.687732
46,96,-76.183420
47,96,-64.511645
48,96,-55.572000
49,96,-38.090000
35,97,-34.000000
36,97,-47.423499
37,97,-58.519145
38,97,-68.580674
39,97,-76.115455
40,97,-82.936693
41,97,-85.602797
42,97,-87.544700
43,97,-87.224436
44,97,-86.120564
45,97,-82.597564
46,97,-77.805852
47,97,-70.904027
48,97,-60.734027
49,97,-47.390000
35,98,-28.050000
36,98,-44.120000
37,98,-54.369152
38,98,-66.422389
39,98,-72.288748
40,98,-81.281757
41,98,-83.524612
